"AMR.genotypes","SNP_cluster_group","USregion","season","collection.yr","min_SNP","Isolation_Group"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","spring","2012",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2012",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","spring","2012",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","summer","2012",4,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","spring","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","autumn","2012",9,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","autumn","2012",30,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2017",1,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","other","south","spring","2014",3,"Poultry"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2017",7,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","winter","2017",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2011",15,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","spring","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","spring","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","spring","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","spring","2011",4,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","summer","2015",7,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","spring","2016",5,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2016",3,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2016",5,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2017",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2017",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2017",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2017",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,fosX=PARTIAL,lin=COMPLETE","other","west","winter","2017",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2017",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2017",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2017",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2017",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","spring","2016",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","spring","2016",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2016",9,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","spring","2017",5,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","spring","2017",6,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","spring","2016",2,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","spring","2016",0,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","spring","2018",3,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",4,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",4,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2018",9,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","winter","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","winter","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","winter","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",1,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","winter","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",1,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2018",1,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2018",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2018",1,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2018",1,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2018",0,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2018",1,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2018",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2018",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2019",0,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2018",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2018",1,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2018",1,"Animal_Feces_or_Nasal_Swab"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","autumn","2014",0,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2014",0,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2014",0,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","winter","2015",1,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","winter","2015",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","winter","2015",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","winter","2015",3,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","spring","2015",2,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","south","spring","2015",2,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","midwest","winter","2015",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2018",2,"Clinical/Human"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",4,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE,lin=MISTRANSLATION","other","west","autumn","2011",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Vegetables"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Dairy"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",3,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",2,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",1,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",0,"Environment"
"abc-f=HMM,fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2011",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",1,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","winter","2019",3,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","winter","2019",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",1,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",5,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",0,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",1,"Animal_Feces_or_Nasal_Swab"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2019",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2019",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2019",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2020",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2020",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2020",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2020",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2020",1,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","summer","2020",0,"Vegetables"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",1,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2015",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2015",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2015",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Dairy"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",1,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",2,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",0,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",0,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",0,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2014",0,"Clinical/Human"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",0,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",1,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",0,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",0,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",1,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",0,"Fruit"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","summer","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","midwest","spring","2017",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2010",5,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2010",2,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2010",2,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2010",3,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2010",2,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2010",1,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2010",1,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2010",3,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2010",2,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2010",2,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2010",3,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2010",3,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2010",1,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2010",2,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2010",13,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2011",1,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2011",5,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2011",3,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2011",1,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","summer","2011",3,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",6,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",7,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",7,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",6,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",10,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE,lin=MISTRANSLATION","other","south","summer","2022",3,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","south","summer","2022",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2013",11,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2012",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2012",4,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2013",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2016",5,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2012",15,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2014",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2014",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2015",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","autumn","2015",12,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2015",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2016",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","summer","2012",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","spring","2014",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2013",2,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","west","winter","2012",11,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",2,"Poultry"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",2,"Poultry"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",5,"Poultry"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",3,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",3,"Poultry"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",3,"Poultry"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",5,"Meat"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",2,"Poultry"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",5,"Poultry"
"fosX=COMPLETE,lin=COMPLETE","other","other","autumn","2020",5,"Poultry"
"fosX=COMPLETE,lin=COMPLETE","other","other","winter","2020",2,"Poultry"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","winter","2019",1,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","winter","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","winter","2019",0,"Environment"
"fosX=COMPLETE,lin=COMPLETE","other","northeast","winter","2019",1,"Environment"
